#t, pona tawa mi, 869
#t, toki ni tawa, 655
#t, mi pilin ni, 579
#t, jan toki ni, 551
#t, ni pona tawa, 527
#t, pana pona tawa, 510
#t, pona tawa sina, 482
#t, mi sona ni, 481
#t, tenpo suno ni, 467
#t, jan en jan, 437
#t, pona mute tawa, 397
#t, ni tawa mi, 392
#t, pona tawa jan, 379
#t, kama sona toki, 347
#t, mute tawa mi, 335
#t, mi wile ni, 324
#t, sina ken ken, 311
#t, tenpo suno kama, 306
#t, ike tawa mi, 302
#t, tan ni mi, 288
#t, mi kama sona, 285
#t, ni mi wile, 276
#t, mi toki ni, 275
#t, toki ni ona, 270
#t, toki tawa mi, 268
#t, mi kama jo, 265
#t, tan ni ona, 264
#t, sina wile wile, 261
#t, mi mute wile, 261
#t, sona ni jan, 257
#t, toki tawa jan, 255
#t, ni tawa jan, 255
#t, pona tawa ona, 254
#t, pilin ni jan, 248
#t, wile sona ni, 246
#t, tenpo suno pini, 241
#t, ni ona wile, 236
#t, tenpo ni mi, 232
#t, sina sona sona, 228
#t, mi wile sona, 226
#t, tenpo pini mi, 219
#t, kepeken ilo toki, 219
#t, ken pali ni, 205
#t, ona toki ni, 199
#t, ni mi ken, 199
#t, jan kama jo, 198
#t, mi wile kama, 196
#t, tawa mi mi, 195
#t, tawa ma tomo, 195
#t, mi wile toki, 193
#t, mi ken ken, 193
#t, kepeken tomo tawa, 193
#t, wile pali ni, 189
#t, tawa mi mute, 187
#t, tenpo pini jan, 183
#t, sona ni mi, 178
#t, jo mani mute, 177
#t, tomo tawa linja, 176
#t, pilin ni mi, 174
#t, sona ni sina, 172
#t, ni pona mute, 172
#t, wile ni mi, 171
#t, jan kama sona, 169
#t, mi pilin ike, 168
#t, jan pona mi, 168
#t, pona pona tawa, 166
#t, ike mute tawa, 166
#t, mi mute tawa, 165
#t, jan sona ni, 162
#t, tenpo pimeja ni, 161
#t, ni mi kama, 160
#t, ni ona kama, 158
#t, mi wile pali, 158
#t, mi pali ni, 156
#t, sina kama jo, 154
#t, ni mi mute, 154
#t, ni tawa sina, 153
#t, mi ken toki, 152
#t, sina kama sona, 151
#t, mi wile tawa, 151
#t, pilin ike tan, 150
#t, ni sina wile, 150
#t, ken pana pona, 149
#t, toki kepeken toki, 146
#t, open tenpo suno, 146
#t, jan pali ni, 146
#t, wile kama jo, 145
#t, ike tawa jan, 145
#t, ni ona ken, 144
#t, tomo tawa kon, 143
#t, ni ike tawa, 143
#t, moku telo nasa, 143
#t, mi ken kama, 143
#t, sona ni ona, 142
#t, jan lawa ma, 142
#t, wile ni sina, 141
#t, mi pilin pona, 141
#t, ni tawa ona, 140
#t, tenpo ni jan, 138
#t, tawa weka tan, 138
#t, sona sona ni, 138
#t, mi mute ken, 138
#t, wile kama sona, 135
#t, pilin ni ona, 133
#t, sina sona ni, 131
#t, ni tenpo suno, 131
#t, mi toki tawa, 131
#t, jan pana sona, 131
#t, toki tawa sina, 130
#t, ni jan ken, 130
#t, mi mute kama, 130
#t, ma tomo lawa, 130
#t, wile toki tawa, 128
#t, toki tawa ona, 127
#t, meli sama mi, 127
